ip_range,network,service
52.180.179.108/32,,AzureActiveDirectory
52.180.181.61/32,,AzureActiveDirectory
52.180.183.8/32,,AzureActiveDirectory
52.182.146.96/28,,AzureActiveDirectory
52.187.19.1/32,,AzureActiveDirectory
52.187.113.48/32,,AzureActiveDirectory
52.187.117.83/32,,AzureActiveDirectory
52.187.120.237/32,,AzureActiveDirectory
52.225.184.198/32,,AzureActiveDirectory
52.225.188.89/32,,AzureActiveDirectory
52.226.169.40/32,,AzureActiveDirectory
52.226.169.45/32,,AzureActiveDirectory
52.226.169.53/32,,AzureActiveDirectory
52.231.19.128/27,,AzureActiveDirectory
52.231.56.32/27,,AzureActiveDirectory
52.231.147.192/27,,AzureActiveDirectory
52.249.207.8/32,,AzureActiveDirectory
52.249.207.23/32,,AzureActiveDirectory
52.249.207.27/32,,AzureActiveDirectory
57.154.153.72/29,,AzureActiveDirectory
57.154.153.80/30,,AzureActiveDirectory
65.52.251.96/27,,AzureActiveDirectory
68.218.170.224/27,,AzureActiveDirectory
68.220.90.176/28,,AzureActiveDirectory
74.176.1.40/29,,AzureActiveDirectory
74.176.1.48/30,,AzureActiveDirectory
74.176.1.160/28,,AzureActiveDirectory
74.226.38.28/30,,AzureActiveDirectory
74.226.38.64/29,,AzureActiveDirectory
74.227.136.96/27,,AzureActiveDirectory
98.66.133.128/28,,AzureActiveDirectory
104.40.84.19/32,,AzureActiveDirectory
104.40.87.209/32,,AzureActiveDirectory
104.40.156.18/32,,AzureActiveDirectory
104.40.168.0/26,,AzureActiveDirectory
104.40.170.224/28,,AzureActiveDirectory
104.41.159.212/32,,AzureActiveDirectory
104.45.138.161/32,,AzureActiveDirectory
104.46.178.128/27,,AzureActiveDirectory
104.208.18.96/28,,AzureActiveDirectory
104.211.147.160/27,,AzureActiveDirectory
135.225.177.112/28,,AzureActiveDirectory
168.61.245.72/29,,AzureActiveDirectory
172.172.255.96/28,,AzureActiveDirectory
172.173.10.80/28,,AzureActiveDirectory
172.173.16.112/28,,AzureActiveDirectory
172.173.24.112/28,,AzureActiveDirectory
172.183.237.0/26,,AzureActiveDirectory
172.208.164.32/29,,AzureActiveDirectory
172.210.219.32/28,,AzureActiveDirectory
172.211.123.224/28,,AzureActiveDirectory
191.233.204.160/27,,AzureActiveDirectory
191.234.147.0/26,,AzureActiveDirectory
2603:1006:2000::/48,,AzureActiveDirectory
2603:1007:200::/48,,AzureActiveDirectory
2603:1016:1400::/48,,AzureActiveDirectory
2603:1017::/48,,AzureActiveDirectory
2603:1026:3000::/48,,AzureActiveDirectory
2603:1027:1::/48,,AzureActiveDirectory
2603:1030:107:2::/120,,AzureActiveDirectory
2603:1030:107:2::100/121,,AzureActiveDirectory
2603:1036:3000::/48,,AzureActiveDirectory
2603:1037:1::/48,,AzureActiveDirectory
2603:1046:2000::/48,,AzureActiveDirectory
2603:1047:1::/48,,AzureActiveDirectory
2603:1056:2000::/48,,AzureActiveDirectory
2603:1057:2::/48,,AzureActiveDirectory
2603:1061:1601::/48,,AzureActiveDirectory
4.232.28.160/27,,AzureHealthcareAPIs
9.160.44.192/27,,AzureHealthcareAPIs
9.205.36.192/27,,AzureHealthcareAPIs
13.67.40.183/32,,AzureHealthcareAPIs
13.69.233.32/31,,AzureHealthcareAPIs
13.70.78.170/31,,AzureHealthcareAPIs
13.71.175.130/31,,AzureHealthcareAPIs
13.71.199.118/31,,AzureHealthcareAPIs
13.73.244.194/31,,AzureHealthcareAPIs
13.73.254.220/30,,AzureHealthcareAPIs
13.78.111.194/31,,AzureHealthcareAPIs
13.80.124.132/32,,AzureHealthcareAPIs
13.82.180.206/32,,AzureHealthcareAPIs
13.86.221.218/31,,AzureHealthcareAPIs
13.87.58.136/31,,AzureHealthcareAPIs
13.87.124.136/31,,AzureHealthcareAPIs
20.17.52.128/27,,AzureHealthcareAPIs
20.17.116.192/27,,AzureHealthcareAPIs
20.21.36.224/27,,AzureHealthcareAPIs
20.36.117.192/31,,AzureHealthcareAPIs
20.36.123.84/30,,AzureHealthcareAPIs
20.37.68.224/30,,AzureHealthcareAPIs
20.37.76.204/31,,AzureHealthcareAPIs
20.37.198.142/31,,AzureHealthcareAPIs
20.37.227.102/31,,AzureHealthcareAPIs
20.37.228.12/31,,AzureHealthcareAPIs
20.38.128.170/31,,AzureHealthcareAPIs
20.38.141.6/31,,AzureHealthcareAPIs
20.38.142.104/31,,AzureHealthcareAPIs
20.39.15.58/31,,AzureHealthcareAPIs
20.40.224.224/31,,AzureHealthcareAPIs
20.40.224.228/31,,AzureHealthcareAPIs
20.40.230.128/28,,AzureHealthcareAPIs
20.41.69.50/31,,AzureHealthcareAPIs
20.41.69.60/31,,AzureHealthcareAPIs
20.42.230.234/31,,AzureHealthcareAPIs
20.43.45.248/30,,AzureHealthcareAPIs
20.43.121.122/31,,AzureHealthcareAPIs
20.44.4.232/31,,AzureHealthcareAPIs
20.44.19.4/31,,AzureHealthcareAPIs
20.45.90.96/28,,AzureHealthcareAPIs
20.45.112.122/31,,AzureHealthcareAPIs
20.45.114.204/31,,AzureHealthcareAPIs
20.45.117.48/28,,AzureHealthcareAPIs
20.45.199.40/30,,AzureHealthcareAPIs
20.46.12.208/28,,AzureHealthcareAPIs
20.46.15.0/27,,AzureHealthcareAPIs
20.48.192.84/30,,AzureHealthcareAPIs
20.48.197.160/28,,AzureHealthcareAPIs
20.49.99.46/31,,AzureHealthcareAPIs
20.49.102.228/31,,AzureHealthcareAPIs
20.49.114.188/30,,AzureHealthcareAPIs
20.49.127.240/31,,AzureHealthcareAPIs
20.51.0.208/28,,AzureHealthcareAPIs
20.51.13.80/28,,AzureHealthcareAPIs
20.51.16.168/31,,AzureHealthcareAPIs
20.51.21.80/28,,AzureHealthcareAPIs
20.52.88.224/28,,AzureHealthcareAPIs
20.53.0.32/31,,AzureHealthcareAPIs
20.53.44.80/31,,AzureHealthcareAPIs
20.53.47.208/28,,AzureHealthcareAPIs
20.53.49.112/28,,AzureHealthcareAPIs
20.53.57.64/28,,AzureHealthcareAPIs
20.58.67.96/28,,AzureHealthcareAPIs
20.61.98.66/31,,AzureHealthcareAPIs
20.61.98.68/31,,AzureHealthcareAPIs
20.61.103.240/28,,AzureHealthcareAPIs
20.62.60.112/28,,AzureHealthcareAPIs
20.62.128.148/30,,AzureHealthcareAPIs
20.62.134.240/28,,AzureHealthcareAPIs
20.65.134.80/28,,AzureHealthcareAPIs
20.66.5.144/28,,AzureHealthcareAPIs
20.69.1.160/28,,AzureHealthcareAPIs
20.72.21.208/28,,AzureHealthcareAPIs
20.99.9.192/27,,AzureHealthcareAPIs
20.113.252.224/27,,AzureHealthcareAPIs
20.150.165.156/30,,AzureHealthcareAPIs
20.150.225.0/31,,AzureHealthcareAPIs
20.150.245.64/28,,AzureHealthcareAPIs
20.150.245.160/27,,AzureHealthcareAPIs
20.187.196.196/30,,AzureHealthcareAPIs
20.189.228.224/28,,AzureHealthcareAPIs
20.191.160.26/31,,AzureHealthcareAPIs
20.191.160.116/31,,AzureHealthcareAPIs
20.191.167.144/28,,AzureHealthcareAPIs
20.192.45.0/28,,AzureHealthcareAPIs
20.192.47.64/27,,AzureHealthcareAPIs
20.192.50.96/27,,AzureHealthcareAPIs
20.192.50.240/28,,AzureHealthcareAPIs
20.192.80.192/28,,AzureHealthcareAPIs
20.192.164.188/30,,AzureHealthcareAPIs
20.192.184.80/31,,AzureHealthcareAPIs
20.192.225.200/30,,AzureHealthcareAPIs
20.192.238.122/31,,AzureHealthcareAPIs
20.193.194.128/27,,AzureHealthcareAPIs
20.193.194.160/28,,AzureHealthcareAPIs
20.193.206.36/31,,AzureHealthcareAPIs
20.194.74.160/28,,AzureHealthcareAPIs
20.194.75.192/27,,AzureHealthcareAPIs
20.195.67.208/28,,AzureHealthcareAPIs
20.195.74.224/28,,AzureHealthcareAPIs
20.195.78.96/27,,AzureHealthcareAPIs
20.195.146.208/28,,AzureHealthcareAPIs
20.203.91.224/27,,AzureHealthcareAPIs
20.210.146.96/27,,AzureHealthcareAPIs
20.215.4.128/27,,AzureHealthcareAPIs
20.217.44.128/27,,AzureHealthcareAPIs
20.217.252.192/27,,AzureHealthcareAPIs
23.96.205.55/32,,AzureHealthcareAPIs
23.98.108.42/31,,AzureHealthcareAPIs
23.98.108.46/31,,AzureHealthcareAPIs
40.64.135.76/30,,AzureHealthcareAPIs
40.67.48.122/31,,AzureHealthcareAPIs
40.67.50.244/31,,AzureHealthcareAPIs
40.67.53.240/28,,AzureHealthcareAPIs
40.67.60.110/31,,AzureHealthcareAPIs
40.69.111.32/31,,AzureHealthcareAPIs
40.71.15.192/31,,AzureHealthcareAPIs
40.75.35.218/31,,AzureHealthcareAPIs
40.78.204.44/31,,AzureHealthcareAPIs
40.78.238.58/31,,AzureHealthcareAPIs
40.78.250.110/31,,AzureHealthcareAPIs
40.79.116.45/32,,AzureHealthcareAPIs
40.80.63.158/31,,AzureHealthcareAPIs
40.80.63.244/31,,AzureHealthcareAPIs
40.80.173.128/30,,AzureHealthcareAPIs
40.80.180.2/31,,AzureHealthcareAPIs
40.82.248.70/31,,AzureHealthcareAPIs
40.89.23.40/31,,AzureHealthcareAPIs
40.113.78.45/32,,AzureHealthcareAPIs
40.120.82.160/28,,AzureHealthcareAPIs
40.126.239.114/32,,AzureHealthcareAPIs
48.216.20.128/27,,AzureHealthcareAPIs
48.219.196.192/27,,AzureHealthcareAPIs
51.11.192.32/31,,AzureHealthcareAPIs
51.12.20.32/28,,AzureHealthcareAPIs
51.12.20.64/27,,AzureHealthcareAPIs
51.12.28.64/27,,AzureHealthcareAPIs
51.12.28.96/28,,AzureHealthcareAPIs
51.12.42.64/30,,AzureHealthcareAPIs
51.12.100.104/31,,AzureHealthcareAPIs
51.12.193.28/30,,AzureHealthcareAPIs
51.12.204.224/31,,AzureHealthcareAPIs
51.13.136.56/31,,AzureHealthcareAPIs
51.13.138.32/28,,AzureHealthcareAPIs
51.53.28.128/27,,AzureHealthcareAPIs
51.53.172.128/27,,AzureHealthcareAPIs
51.104.9.98/31,,AzureHealthcareAPIs
51.104.30.170/31,,AzureHealthcareAPIs
51.107.53.48/30,,AzureHealthcareAPIs
51.107.60.94/31,,AzureHealthcareAPIs
51.107.148.18/31,,AzureHealthcareAPIs
51.107.156.134/31,,AzureHealthcareAPIs
51.107.243.128/28,,AzureHealthcareAPIs
51.107.247.96/27,,AzureHealthcareAPIs
51.107.249.72/31,,AzureHealthcareAPIs
51.107.251.112/28,,AzureHealthcareAPIs
51.116.51.32/30,,AzureHealthcareAPIs
51.116.55.128/28,,AzureHealthcareAPIs
51.116.60.240/31,,AzureHealthcareAPIs
51.116.146.216/30,,AzureHealthcareAPIs
51.116.158.58/31,,AzureHealthcareAPIs
51.120.40.126/31,,AzureHealthcareAPIs
51.120.100.94/31,,AzureHealthcareAPIs
51.120.220.94/31,,AzureHealthcareAPIs
51.120.228.36/31,,AzureHealthcareAPIs
51.120.232.32/31,,AzureHealthcareAPIs
51.120.234.144/28,,AzureHealthcareAPIs
51.120.235.192/27,,AzureHealthcareAPIs
51.137.164.94/31,,AzureHealthcareAPIs
51.137.167.168/31,,AzureHealthcareAPIs
51.138.160.0/31,,AzureHealthcareAPIs
51.138.211.16/28,,AzureHealthcareAPIs
51.140.40.89/32,,AzureHealthcareAPIs
51.140.210.86/31,,AzureHealthcareAPIs
51.140.224.110/32,,AzureHealthcareAPIs
51.143.208.132/31,,AzureHealthcareAPIs
51.143.213.208/28,,AzureHealthcareAPIs
52.136.48.122/31,,AzureHealthcareAPIs
52.136.52.36/31,,AzureHealthcareAPIs
52.136.184.0/30,,AzureHealthcareAPIs
52.136.186.32/28,,AzureHealthcareAPIs
52.139.106.72/31,,AzureHealthcareAPIs
52.139.108.32/28,,AzureHealthcareAPIs
52.140.110.164/30,,AzureHealthcareAPIs
52.146.131.52/30,,AzureHealthcareAPIs
52.146.137.176/28,,AzureHealthcareAPIs
52.147.113.96/28,,AzureHealthcareAPIs
52.150.156.44/30,,AzureHealthcareAPIs
52.161.13.30/32,,AzureHealthcareAPIs
52.162.111.130/31,,AzureHealthcareAPIs
52.167.239.195/32,,AzureHealthcareAPIs
52.172.112.24/30,,AzureHealthcareAPIs
52.172.116.144/28,,AzureHealthcareAPIs
52.178.17.0/31,,AzureHealthcareAPIs
52.182.141.14/31,,AzureHealthcareAPIs
52.231.23.8/31,,AzureHealthcareAPIs
52.231.146.86/31,,AzureHealthcareAPIs
52.247.220.99/32,,AzureHealthcareAPIs
57.151.212.192/27,,AzureHealthcareAPIs
65.52.252.248/31,,AzureHealthcareAPIs
68.210.164.128/27,,AzureHealthcareAPIs
68.211.5.0/27,,AzureHealthcareAPIs
68.221.85.32/27,,AzureHealthcareAPIs
70.153.156.192/27,,AzureHealthcareAPIs
74.7.44.224/27,,AzureHealthcareAPIs
102.37.64.48/31,,AzureHealthcareAPIs
102.37.81.144/28,,AzureHealthcareAPIs
102.37.161.64/28,,AzureHealthcareAPIs
102.133.58.204/30,,AzureHealthcareAPIs
102.133.124.12/31,,AzureHealthcareAPIs
102.133.220.196/30,,AzureHealthcareAPIs
104.46.162.0/31,,AzureHealthcareAPIs
104.46.178.112/31,,AzureHealthcareAPIs
104.46.183.192/28,,AzureHealthcareAPIs
104.210.152.157/32,,AzureHealthcareAPIs
104.214.161.14/31,,AzureHealthcareAPIs
158.23.101.32/27,,AzureHealthcareAPIs
172.204.156.192/27,,AzureHealthcareAPIs
191.233.14.192/30,,AzureHealthcareAPIs
191.233.51.212/31,,AzureHealthcareAPIs
191.233.207.24/31,,AzureHealthcareAPIs
191.234.139.160/31,,AzureHealthcareAPIs
191.235.225.154/31,,AzureHealthcareAPIs
191.238.72.224/28,,AzureHealthcareAPIs
2603:1000:4:1::4c0/123,,AzureHealthcareAPIs
2603:1000:104:3::40/123,,AzureHealthcareAPIs
2603:1010:6:2::740/123,,AzureHealthcareAPIs
2603:1010:101:1::4c0/123,,AzureHealthcareAPIs
2603:1010:304:1::4c0/123,,AzureHealthcareAPIs
2603:1010:404:1::4c0/123,,AzureHealthcareAPIs
2603:1010:502::740/123,,AzureHealthcareAPIs
2603:1020:5:4::380/123,,AzureHealthcareAPIs
2603:1020:104:4::460/123,,AzureHealthcareAPIs
2603:1020:206:4::500/123,,AzureHealthcareAPIs
2603:1020:605:1::4c0/123,,AzureHealthcareAPIs
2603:1020:705:2::740/123,,AzureHealthcareAPIs
2603:1020:805:2::520/123,,AzureHealthcareAPIs
2603:1020:905:1::4c0/123,,AzureHealthcareAPIs
2603:1020:a04:2::540/123,,AzureHealthcareAPIs
2603:1020:b04:1::4c0/123,,AzureHealthcareAPIs
2603:1020:c04:2::520/123,,AzureHealthcareAPIs
2603:1020:d04:1::4c0/123,,AzureHealthcareAPIs
2603:1020:e04::7c0/123,,AzureHealthcareAPIs
2603:1020:f04:1::4c0/123,,AzureHealthcareAPIs
2603:1020:1004:2::c0/123,,AzureHealthcareAPIs
2603:1020:1104:1::4e0/123,,AzureHealthcareAPIs
2603:1020:1204::720/123,,AzureHealthcareAPIs
2603:1020:1302::660/123,,AzureHealthcareAPIs
2603:1020:1403::720/123,,AzureHealthcareAPIs
2603:1020:1502::6a0/123,,AzureHealthcareAPIs
2603:1020:1602::6a0/123,,AzureHealthcareAPIs
2603:1030:f:2::4e0/123,,AzureHealthcareAPIs
2603:1030:10:4::320/123,,AzureHealthcareAPIs
2603:1030:104::7c0/123,,AzureHealthcareAPIs
2603:1030:210:5::300/123,,AzureHealthcareAPIs
2603:1030:40b:3::7a0/123,,AzureHealthcareAPIs
2603:1030:40c:4::380/123,,AzureHealthcareAPIs
2603:1030:504:2::c0/123,,AzureHealthcareAPIs
2603:1030:608:3::660/123,,AzureHealthcareAPIs
2603:1030:608:4::2a0/123,,AzureHealthcareAPIs
2603:1030:702::720/123,,AzureHealthcareAPIs
2603:1030:807:3::380/123,,AzureHealthcareAPIs
2603:1030:902::740/123,,AzureHealthcareAPIs
2603:1030:a07:9::a0/123,,AzureHealthcareAPIs
2603:1030:a07:9::380/123,,AzureHealthcareAPIs
2603:1030:b04:1::4e0/123,,AzureHealthcareAPIs
2603:1030:c06:5::1e0/123,,AzureHealthcareAPIs
2603:1030:f05:2::720/123,,AzureHealthcareAPIs
2603:1030:1005:1::4c0/123,,AzureHealthcareAPIs
2603:1030:1102::6c0/123,,AzureHealthcareAPIs
2603:1030:1202::6a0/123,,AzureHealthcareAPIs
2603:1030:1302::6a0/123,,AzureHealthcareAPIs
2603:1040:5:3::260/123,,AzureHealthcareAPIs
2603:1040:207:1::4e0/123,,AzureHealthcareAPIs
2603:1040:207:3::120/123,,AzureHealthcareAPIs
2603:1040:407:2::520/123,,AzureHealthcareAPIs
2603:1040:606:1::4c0/123,,AzureHealthcareAPIs
2603:1040:806:2::320/123,,AzureHealthcareAPIs
2603:1040:904:2::6c0/123,,AzureHealthcareAPIs
2603:1040:a06:2::2c0/123,,AzureHealthcareAPIs
2603:1040:b04:1::4c0/123,,AzureHealthcareAPIs
2603:1040:c06:1::4c0/123,,AzureHealthcareAPIs
2603:1040:d04:2::20/123,,AzureHealthcareAPIs
2603:1040:e05:1::300/123,,AzureHealthcareAPIs
2603:1040:f05::7c0/123,,AzureHealthcareAPIs
2603:1040:1002:1::a0/123,,AzureHealthcareAPIs
2603:1040:1104:1::440/123,,AzureHealthcareAPIs
2603:1040:1202::700/123,,AzureHealthcareAPIs
2603:1040:1302::700/123,,AzureHealthcareAPIs
2603:1040:1402::660/123,,AzureHealthcareAPIs
2603:1040:1503::660/123,,AzureHealthcareAPIs
2603:1040:1602::740/123,,AzureHealthcareAPIs
2603:1040:1702::6a0/123,,AzureHealthcareAPIs
2603:1040:1802::420/123,,AzureHealthcareAPIs
2603:1050:6:2::540/123,,AzureHealthcareAPIs
2603:1050:301::6c0/123,,AzureHealthcareAPIs
2603:1050:403:2::380/123,,AzureHealthcareAPIs
4.232.24.24/29,,AzureAdvancedThreatProtection
9.160.40.24/29,,AzureAdvancedThreatProtection
9.205.32.24/29,,AzureAdvancedThreatProtection
20.17.48.24/29,,AzureAdvancedThreatProtection
20.17.112.24/29,,AzureAdvancedThreatProtection
20.21.32.24/29,,AzureAdvancedThreatProtection
20.36.120.112/29,,AzureAdvancedThreatProtection
20.37.64.112/29,,AzureAdvancedThreatProtection
20.37.156.192/29,,AzureAdvancedThreatProtection
20.37.195.8/29,,AzureAdvancedThreatProtection
20.37.224.112/29,,AzureAdvancedThreatProtection
20.38.84.96/29,,AzureAdvancedThreatProtection
20.38.136.112/29,,AzureAdvancedThreatProtection
20.39.11.16/29,,AzureAdvancedThreatProtection
20.41.4.96/29,,AzureAdvancedThreatProtection
20.41.65.128/29,,AzureAdvancedThreatProtection
20.41.192.112/29,,AzureAdvancedThreatProtection
20.42.4.192/29,,AzureAdvancedThreatProtection
20.42.129.176/29,,AzureAdvancedThreatProtection
20.42.224.112/29,,AzureAdvancedThreatProtection
20.43.41.144/29,,AzureAdvancedThreatProtection
20.43.65.136/29,,AzureAdvancedThreatProtection
20.43.130.88/29,,AzureAdvancedThreatProtection
20.45.112.112/29,,AzureAdvancedThreatProtection
20.45.192.112/29,,AzureAdvancedThreatProtection
20.51.14.64/29,,AzureAdvancedThreatProtection
20.62.135.224/29,,AzureAdvancedThreatProtection
20.66.6.80/29,,AzureAdvancedThreatProtection
20.72.16.24/29,,AzureAdvancedThreatProtection
20.82.244.24/29,,AzureAdvancedThreatProtection
20.86.88.184/29,,AzureAdvancedThreatProtection
20.113.248.104/29,,AzureAdvancedThreatProtection
20.150.160.112/29,,AzureAdvancedThreatProtection
20.189.106.120/29,,AzureAdvancedThreatProtection
20.192.160.24/29,,AzureAdvancedThreatProtection
20.192.225.16/29,,AzureAdvancedThreatProtection
20.195.69.80/29,,AzureAdvancedThreatProtection
20.215.0.24/29,,AzureAdvancedThreatProtection
20.217.40.24/29,,AzureAdvancedThreatProtection
20.217.248.24/29,,AzureAdvancedThreatProtection
40.67.48.112/29,,AzureAdvancedThreatProtection
40.74.30.96/29,,AzureAdvancedThreatProtection
40.80.56.112/29,,AzureAdvancedThreatProtection
40.80.168.112/29,,AzureAdvancedThreatProtection
40.80.188.16/29,,AzureAdvancedThreatProtection
40.82.253.64/29,,AzureAdvancedThreatProtection
40.89.16.112/29,,AzureAdvancedThreatProtection
40.119.9.224/29,,AzureAdvancedThreatProtection
48.216.16.24/29,,AzureAdvancedThreatProtection
48.219.192.24/29,,AzureAdvancedThreatProtection
51.12.46.232/29,,AzureAdvancedThreatProtection
51.12.198.192/29,,AzureAdvancedThreatProtection
51.53.24.24/29,,AzureAdvancedThreatProtection
51.53.168.24/29,,AzureAdvancedThreatProtection
51.104.25.144/29,,AzureAdvancedThreatProtection
51.105.80.112/29,,AzureAdvancedThreatProtection
51.105.88.112/29,,AzureAdvancedThreatProtection
51.107.48.112/29,,AzureAdvancedThreatProtection
51.107.144.112/29,,AzureAdvancedThreatProtection
51.120.40.112/29,,AzureAdvancedThreatProtection
51.120.224.112/29,,AzureAdvancedThreatProtection
51.137.161.128/29,,AzureAdvancedThreatProtection
51.143.192.112/29,,AzureAdvancedThreatProtection
51.143.214.56/29,,AzureAdvancedThreatProtection
52.136.48.112/29,,AzureAdvancedThreatProtection
52.140.104.112/29,,AzureAdvancedThreatProtection
52.150.139.64/29,,AzureAdvancedThreatProtection
52.228.81.128/29,,AzureAdvancedThreatProtection
57.151.208.24/29,,AzureAdvancedThreatProtection
68.210.160.24/29,,AzureAdvancedThreatProtection
68.211.19.160/29,,AzureAdvancedThreatProtection
68.221.80.24/29,,AzureAdvancedThreatProtection
70.153.152.24/29,,AzureAdvancedThreatProtection
74.7.40.24/29,,AzureAdvancedThreatProtection
158.23.96.24/29,,AzureAdvancedThreatProtection
172.204.152.24/29,,AzureAdvancedThreatProtection
191.233.8.24/29,,AzureAdvancedThreatProtection
191.235.225.136/29,,AzureAdvancedThreatProtection
2603:1000:4::140/123,,AzureAdvancedThreatProtection
2603:1000:104:1::140/123,,AzureAdvancedThreatProtection
2603:1010:6:1::140/123,,AzureAdvancedThreatProtection
2603:1010:101::140/123,,AzureAdvancedThreatProtection
2603:1010:304::140/123,,AzureAdvancedThreatProtection
2603:1010:404::140/123,,AzureAdvancedThreatProtection
2603:1010:502::180/123,,AzureAdvancedThreatProtection
2603:1020:5:1::140/123,,AzureAdvancedThreatProtection
2603:1020:104:3::6e0/123,,AzureAdvancedThreatProtection
2603:1020:206:1::140/123,,AzureAdvancedThreatProtection
2603:1020:305::140/123,,AzureAdvancedThreatProtection
2603:1020:405::140/123,,AzureAdvancedThreatProtection
2603:1020:605::140/123,,AzureAdvancedThreatProtection
2603:1020:705:1::140/123,,AzureAdvancedThreatProtection
2603:1020:805:1::140/123,,AzureAdvancedThreatProtection
2603:1020:905::140/123,,AzureAdvancedThreatProtection
2603:1020:a04:1::140/123,,AzureAdvancedThreatProtection
2603:1020:b04::140/123,,AzureAdvancedThreatProtection
2603:1020:c04:1::140/123,,AzureAdvancedThreatProtection
2603:1020:d04::140/123,,AzureAdvancedThreatProtection
2603:1020:e04:1::140/123,,AzureAdvancedThreatProtection
2603:1020:f04::140/123,,AzureAdvancedThreatProtection
2603:1020:1004::140/123,,AzureAdvancedThreatProtection
2603:1020:1104::140/123,,AzureAdvancedThreatProtection
2603:1020:1204::180/123,,AzureAdvancedThreatProtection
2603:1020:1302::180/123,,AzureAdvancedThreatProtection
2603:1020:1403::180/123,,AzureAdvancedThreatProtection
2603:1020:1502::180/123,,AzureAdvancedThreatProtection
2603:1020:1602::180/123,,AzureAdvancedThreatProtection
